links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Shahjahanpur,9,11,5,0,6,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Shamli,9,8,12,0,6,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Shravasti,1,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Siddharth Nagar,0,1,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Sitapur,11,9,7,2,13,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Sonbhadra,2,6,3,3,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Sultanpur,5,2,2,4,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Unnao,6,4,9,3,6,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Varanasi,6,14,19,2,13,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Total,851,847,699,159,530,38
